,DataSet,ID,Chamber,ClimateTreatment,WaterStatus,Variety,Ploidy,Month,Tiller,BiomassGrowthRate,HeightGrowthRate,Left-Right,Inner-Outer
2365,MCM,93,Chamber 7,Ambient,NA,Semi-natural6,Diploid,July,57,0.17958,2.1042,NA,NA
2366,MCM,94,Chamber 7,Ambient,NA,Semi-natural7,Diploid,July,46,0.08667,1.8792,NA,NA
2367,MCM,95,Chamber 7,Ambient,NA,Semi-natural11,Diploid,July,29,0.05292,1.5,NA,NA
2368,MCM,96,Chamber 7,Ambient,NA,Wild4,Diploid,July,53,0.07,1.325,NA,NA
2369,MCM,97,Chamber 7,Ambient,NA,Wild6,Diploid,July,24,0.09292,1.7833,NA,NA
2370,MCM,98,Chamber 7,Ambient,NA,Wild7,Diploid,July,32,0.06375,1.3792,NA,NA
2371,MCM,99,Chamber 7,Ambient,NA,Moy,Diploid,July,58,0.24417,1.6042,NA,NA
2372,MCM,100,Chamber 7,Ambient,NA,Lilora,Diploid,July,62,0.22458,2.0208,NA,NA
2373,MCM,101,Chamber 7,Ambient,NA,Solomon,Diploid,July,83,0.18958,1.825,NA,NA
2374,MCM,102,Chamber 7,Ambient,NA,Carraig,Tetraploid,July,53,0.18083,1.9792,NA,NA
2375,MCM,103,Chamber 7,Ambient,NA,Dunluce,Tetraploid,July,24,0.09375,1.7542,NA,NA
2376,MCM,104,Chamber 7,Ambient,NA,Aberchoice,Diploid,July,38,0.16792,1.8042,NA,NA
2377,MCM,105,Chamber 7,Ambient,NA,Abergain,Tetraploid,July,63,0.19042,2.4292,NA,NA
2378,MCM,106,Chamber 7,Ambient,NA,Aspect,Tetraploid,July,77,0.26542,2.2333,NA,NA
2379,MCM,107,Chamber 7,Ambient,NA,Semi-natural6,Diploid,July,88,0.36833,1.825,NA,NA
2380,MCM,108,Chamber 7,Ambient,NA,Semi-natural7,Diploid,July,48,0.15208,1.7042,NA,NA
2381,MCM,109,Chamber 7,Ambient,NA,Semi-natural11,Diploid,July,23,0.12792,2.0292,NA,NA
2382,MCM,110,Chamber 7,Ambient,NA,Wild4,Diploid,July,65,0.18167,1.5792,NA,NA
2383,MCM,111,Chamber 7,Ambient,NA,Wild6,Diploid,July,57,0.06833,1.4375,NA,NA
2384,MCM,112,Chamber 7,Ambient,NA,Wild7,Diploid,July,98,0.20583,1.5417,NA,NA
2385,MCM,113,Chamber 7,Ambient,NA,Moy,Diploid,July,99,0.30125,1.575,NA,NA
2386,MCM,114,Chamber 7,Ambient,NA,Lilora,Diploid,July,105,0.45167,1.7125,NA,NA
2387,MCM,115,Chamber 7,Ambient,NA,Solomon,Diploid,July,99,0.32792,1.9625,NA,NA
2388,MCM,116,Chamber 7,Ambient,NA,Carraig,Tetraploid,July,97,0.28,2.1292,NA,NA
2389,MCM,117,Chamber 7,Ambient,NA,Dunluce,Tetraploid,July,30,0.07708,2.45,NA,NA
2390,MCM,118,Chamber 7,Ambient,NA,Aberchoice,Diploid,July,45,0.24792,2.5083,NA,NA
2391,MCM,119,Chamber 7,Ambient,NA,Abergain,Tetraploid,July,30,0.11375,1.7125,NA,NA
2392,MCM,120,Chamber 7,Ambient,NA,Aspect,Tetraploid,July,33,0.07208,1.8917,NA,NA
2393,MCM,121,Chamber 7,Ambient,NA,Semi-natural6,Diploid,July,52,0.08917,1.7042,NA,NA
2394,MCM,122,Chamber 7,Ambient,NA,Semi-natural7,Diploid,July,57,0.06333,1.5458,NA,NA
2395,MCM,123,Chamber 7,Ambient,NA,Semi-natural11,Diploid,July,80,0.11208,1.5333,NA,NA
2396,MCM,124,Chamber 7,Ambient,NA,Wild4,Diploid,July,65,0.09083,1.3375,NA,NA
2397,MCM,125,Chamber 7,Ambient,NA,Wild6,Diploid,July,55,0.20958,2.05,NA,NA
2398,MCM,126,Chamber 7,Ambient,NA,Wild7,Diploid,July,95,0.15,1.6208,NA,NA
2399,MCM,127,Chamber 7,Ambient,NA,Moy,Diploid,July,35,0.0625,1.5375,NA,NA
2400,MCM,128,Chamber 7,Ambient,NA,Lilora,Diploid,July,73,0.1425,1.7125,NA,NA
2401,MCM,129,Chamber 7,Ambient,NA,Solomon,Diploid,July,44,0.16125,1.775,NA,NA
2402,MCM,130,Chamber 7,Ambient,NA,Carraig,Tetraploid,July,124,0.30417,1.8125,NA,NA
2403,MCM,131,Chamber 7,Ambient,NA,Dunluce,Tetraploid,July,28,0.12083,2.4792,NA,NA
2404,MCM,132,Chamber 7,Ambient,NA,Aberchoice,Diploid,July,28,0.10917,2.3542,NA,NA
2405,MCM,133,Chamber 7,Ambient,NA,Abergain,Tetraploid,July,25,0.17667,2.1833,NA,NA
2406,MCM,134,Chamber 7,Ambient,NA,Aspect,Tetraploid,July,45,0.2975,2.2708,NA,NA
2407,MCM,135,Chamber 7,Ambient,NA,Semi-natural6,Diploid,July,66,0.24042,1.8917,NA,NA
2408,MCM,136,Chamber 7,Ambient,NA,Semi-natural7,Diploid,July,63,0.16125,1.8333,NA,NA
2409,MCM,137,Chamber 7,Ambient,NA,Semi-natural11,Diploid,July,44,0.05875,1.5292,NA,NA
2410,MCM,138,Chamber 7,Ambient,NA,Wild4,Diploid,July,92,0.15667,1.2917,NA,NA
2411,MCM,139,Chamber 7,Ambient,NA,Wild6,Diploid,July,54,0.14708,1.5583,NA,NA
2412,MCM,140,Chamber 7,Ambient,NA,Wild7,Diploid,July,45,0.10792,1.4375,NA,NA
2413,MCM,141,Chamber 7,Ambient,NA,Moy,Diploid,July,61,0.18667,1.7292,NA,NA
2414,MCM,142,Chamber 7,Ambient,NA,Lilora,Diploid,July,73,0.41708,1.9667,NA,NA
2415,MCM,143,Chamber 7,Ambient,NA,Solomon,Diploid,July,82,0.26625,1.7042,NA,NA
2416,MCM,144,Chamber 7,Ambient,NA,Carraig,Tetraploid,July,63,0.265,2.0625,NA,NA
2417,MCM,145,Chamber 7,Ambient,NA,Dunluce,Tetraploid,July,27,0.10083,2.0625,NA,NA
2418,MCM,146,Chamber 7,Ambient,NA,Aberchoice,Diploid,July,42,0.13333,1.9917,NA,NA
2419,MCM,147,Chamber 7,Ambient,NA,Abergain,Tetraploid,July,65,0.20167,1.6042,NA,NA
2420,MCM,148,Chamber 7,Ambient,NA,Aspect,Tetraploid,July,61,0.26625,1.8,NA,NA
2421,MCM,149,Chamber 7,Ambient,NA,Semi-natural6,Diploid,July,57,0.16167,1.7083,NA,NA
2422,MCM,150,Chamber 7,Ambient,NA,Semi-natural7,Diploid,July,65,0.14208,1.3708,NA,NA
2423,MCM,151,Chamber 7,Ambient,NA,Semi-natural11,Diploid,July,47,0.08333,1.4667,NA,NA
2424,MCM,152,Chamber 7,Ambient,NA,Wild4,Diploid,July,34,0.09542,1.2583,NA,NA
2425,MCM,153,Chamber 7,Ambient,NA,Wild6,Diploid,July,57,0.1175,1.075,NA,NA
2426,MCM,154,Chamber 7,Ambient,NA,Wild7,Diploid,July,53,0.09042,1.2833,NA,NA
2427,MCM,155,Chamber 7,Ambient,NA,Moy,Diploid,July,61,0.19625,1.6333,NA,NA
2428,MCM,156,Chamber 7,Ambient,NA,Lilora,Diploid,July,80,0.52042,2.2292,NA,NA
2429,MCM,157,Chamber 7,Ambient,NA,Solomon,Diploid,July,84,0.38542,1.925,NA,NA
2430,MCM,158,Chamber 7,Ambient,NA,Carraig,Tetraploid,July,67,0.56625,2.7583,NA,NA
2431,MCM,159,Chamber 7,Ambient,NA,Dunluce,Tetraploid,July,20,0.16958,2.1042,NA,NA
2432,MCM,160,Chamber 7,Ambient,NA,Aberchoice,Diploid,July,43,0.18208,2.1875,NA,NA
2433,MCM,161,Chamber 7,Ambient,NA,Abergain,Tetraploid,July,22,0.12917,1.9792,NA,NA
2434,MCM,162,Chamber 7,Ambient,NA,Aspect,Tetraploid,July,32,0.15292,2,NA,NA
2435,MCM,163,Chamber 7,Ambient,NA,Semi-natural6,Diploid,July,30,0.11333,1.7375,NA,NA
2436,MCM,164,Chamber 7,Ambient,NA,Semi-natural7,Diploid,July,33,0.20792,1.4375,NA,NA
2437,MCM,165,Chamber 7,Ambient,NA,Semi-natural11,Diploid,July,65,0.26667,1.7292,NA,NA
2438,MCM,166,Chamber 7,Ambient,NA,Wild4,Diploid,July,35,0.11,1.1208,NA,NA
2439,MCM,167,Chamber 7,Ambient,NA,Wild6,Diploid,July,52,0.30042,1.7042,NA,NA
2440,MCM,168,Chamber 7,Ambient,NA,Wild7,Diploid,July,43,0.20125,1.8125,NA,NA
2441,MCM,169,Chamber 2,Treatment,NA,Moy,Diploid,July,64,0.14292,1.5625,NA,NA
2442,MCM,170,Chamber 2,Treatment,NA,Lilora,Diploid,July,47,0.525,1.7292,NA,NA
2443,MCM,171,Chamber 2,Treatment,NA,Solomon,Diploid,July,62,0.40167,2.4125,NA,NA
2444,MCM,172,Chamber 2,Treatment,NA,Carraig,Tetraploid,July,66,0.2725,1.7125,NA,NA
2445,MCM,173,Chamber 2,Treatment,NA,Dunluce,Tetraploid,July,37,0.13917,2.2,NA,NA
2446,MCM,174,Chamber 2,Treatment,NA,Aberchoice,Diploid,July,61,0.23542,2.3792,NA,NA
2447,MCM,175,Chamber 2,Treatment,NA,Abergain,Tetraploid,July,60,0.13833,1.5917,NA,NA
2448,MCM,176,Chamber 2,Treatment,NA,Aspect,Tetraploid,July,52,0.16667,1.8958,NA,NA
2449,MCM,177,Chamber 2,Treatment,NA,Semi-natural6,Diploid,July,65,0.22875,1.8458,NA,NA
2450,MCM,178,Chamber 2,Treatment,NA,Semi-natural7,Diploid,July,73,0.24292,1.9375,NA,NA
2451,MCM,179,Chamber 2,Treatment,NA,Semi-natural11,Diploid,July,43,0.10875,1.5542,NA,NA
2452,MCM,180,Chamber 2,Treatment,NA,Wild4,Diploid,July,53,0.08167,1.4208,NA,NA
2453,MCM,181,Chamber 2,Treatment,NA,Wild6,Diploid,July,64,0.33458,2.1083,NA,NA
2454,MCM,182,Chamber 2,Treatment,NA,Wild7,Diploid,July,53,0.08792,1.3833,NA,NA
2455,MCM,183,Chamber 2,Treatment,NA,Moy,Diploid,July,75,0.17833,1.2708,NA,NA
2456,MCM,184,Chamber 2,Treatment,NA,Lilora,Diploid,July,61,0.20958,1.6042,NA,NA
2457,MCM,185,Chamber 2,Treatment,NA,Solomon,Diploid,July,55,0.08542,1.6708,NA,NA
2458,MCM,186,Chamber 2,Treatment,NA,Carraig,Tetraploid,July,123,0.58417,1.8625,NA,NA
2459,MCM,187,Chamber 2,Treatment,NA,Dunluce,Tetraploid,July,67,0.26167,2.1208,NA,NA
2460,MCM,188,Chamber 2,Treatment,NA,Aberchoice,Diploid,July,75,0.38167,2.3542,NA,NA
2461,MCM,189,Chamber 2,Treatment,NA,Abergain,Tetraploid,July,65,0.22875,1.8542,NA,NA
2462,MCM,190,Chamber 2,Treatment,NA,Aspect,Tetraploid,July,113,0.4975,2.1542,NA,NA
2463,MCM,191,Chamber 2,Treatment,NA,Semi-natural6,Diploid,July,145,0.35042,1.35,NA,NA
2464,MCM,192,Chamber 2,Treatment,NA,Semi-natural7,Diploid,July,66,0.11083,1.5208,NA,NA
2465,MCM,193,Chamber 2,Treatment,NA,Semi-natural11,Diploid,July,54,0.09417,1.4458,NA,NA
2466,MCM,194,Chamber 2,Treatment,NA,Wild4,Diploid,July,52,0.0375,1.4958,NA,NA
2467,MCM,195,Chamber 2,Treatment,NA,Wild6,Diploid,July,94,0.15833,1.8333,NA,NA
2468,MCM,196,Chamber 2,Treatment,NA,Wild7,Diploid,July,76,0.0975,1.5042,NA,NA
2469,MCM,197,Chamber 2,Treatment,NA,Moy,Diploid,July,54,0.08875,1.8125,NA,NA
2470,MCM,198,Chamber 2,Treatment,NA,Lilora,Diploid,July,70,0.13875,1.55,NA,NA
2471,MCM,199,Chamber 2,Treatment,NA,Solomon,Diploid,July,111,0.26792,1.5,NA,NA
2472,MCM,200,Chamber 2,Treatment,NA,Carraig,Tetraploid,July,55,0.17125,1.7875,NA,NA
2473,MCM,201,Chamber 2,Treatment,NA,Dunluce,Tetraploid,July,35,0.06875,1.8208,NA,NA
2474,MCM,202,Chamber 2,Treatment,NA,Aberchoice,Diploid,July,33,0.04333,1.3667,NA,NA
2475,MCM,203,Chamber 2,Treatment,NA,Abergain,Tetraploid,July,63,0.2925,1.9292,NA,NA
2476,MCM,204,Chamber 2,Treatment,NA,Aspect,Tetraploid,July,50,0.15583,1.9667,NA,NA
2477,MCM,205,Chamber 2,Treatment,NA,Semi-natural6,Diploid,July,34,0.15583,1.6417,NA,NA
2478,MCM,206,Chamber 2,Treatment,NA,Semi-natural7,Diploid,July,88,0.28208,1.6417,NA,NA
2479,MCM,207,Chamber 2,Treatment,NA,Semi-natural11,Diploid,July,46,0.27917,1.8625,NA,NA
2480,MCM,208,Chamber 2,Treatment,NA,Wild4,Diploid,July,25,0.05083,0.85,NA,NA
2481,MCM,209,Chamber 2,Treatment,NA,Wild6,Diploid,July,54,0.31125,1.6542,NA,NA
2482,MCM,210,Chamber 2,Treatment,NA,Wild7,Diploid,July,83,0.15458,1.6125,NA,NA
2483,MCM,211,Chamber 2,Treatment,NA,Moy,Diploid,July,66,0.1725,2.1208,NA,NA
2484,MCM,212,Chamber 2,Treatment,NA,Lilora,Diploid,July,92,0.35375,1.8625,NA,NA
2485,MCM,213,Chamber 2,Treatment,NA,Solomon,Diploid,July,115,0.42875,1.9958,NA,NA
2486,MCM,214,Chamber 2,Treatment,NA,Carraig,Tetraploid,July,125,0.36125,1.5958,NA,NA
2487,MCM,215,Chamber 2,Treatment,NA,Dunluce,Tetraploid,July,84,0.29458,2.2417,NA,NA
2488,MCM,216,Chamber 2,Treatment,NA,Aberchoice,Diploid,July,47,0.22458,2.2583,NA,NA
2489,MCM,217,Chamber 2,Treatment,NA,Abergain,Tetraploid,July,53,0.25375,2.025,NA,NA
2490,MCM,218,Chamber 2,Treatment,NA,Aspect,Tetraploid,July,50,0.08792,1.5917,NA,NA
2491,MCM,219,Chamber 2,Treatment,NA,Semi-natural6,Diploid,July,88,0.33625,1.4708,NA,NA
2492,MCM,220,Chamber 2,Treatment,NA,Semi-natural7,Diploid,July,65,0.13208,1.5167,NA,NA
2493,MCM,221,Chamber 2,Treatment,NA,Semi-natural11,Diploid,July,50,0.08292,1.4208,NA,NA
2494,MCM,222,Chamber 2,Treatment,NA,Wild4,Diploid,July,75,0.18417,1.5917,NA,NA
2495,MCM,223,Chamber 2,Treatment,NA,Wild6,Diploid,July,122,0.45042,2.0292,NA,NA
2496,MCM,224,Chamber 2,Treatment,NA,Wild7,Diploid,July,70,0.10458,0.9208,NA,NA
2497,MCM,225,Chamber 2,Treatment,NA,Moy,Diploid,July,60,0.15375,1.375,NA,NA
2498,MCM,226,Chamber 2,Treatment,NA,Lilora,Diploid,July,91,0.2525,1.7417,NA,NA
2499,MCM,227,Chamber 2,Treatment,NA,Solomon,Diploid,July,54,0.16,1.8,NA,NA
2500,MCM,228,Chamber 2,Treatment,NA,Carraig,Tetraploid,July,51,0.12583,1.8042,NA,NA
2501,MCM,229,Chamber 2,Treatment,NA,Dunluce,Tetraploid,July,50,0.18708,2.3,NA,NA
2502,MCM,230,Chamber 2,Treatment,NA,Aberchoice,Diploid,July,75,0.18667,1.9792,NA,NA
2503,MCM,231,Chamber 2,Treatment,NA,Abergain,Tetraploid,July,62,0.11333,1.8292,NA,NA
2504,MCM,232,Chamber 2,Treatment,NA,Aspect,Tetraploid,July,45,0.15917,1.8375,NA,NA
2505,MCM,233,Chamber 2,Treatment,NA,Semi-natural6,Diploid,July,130,0.39542,1.6333,NA,NA
2506,MCM,234,Chamber 2,Treatment,NA,Semi-natural7,Diploid,July,42,0.02583,1.1375,NA,NA
2507,MCM,235,Chamber 2,Treatment,NA,Semi-natural11,Diploid,July,44,0.08,1.5125,NA,NA
2508,MCM,236,Chamber 2,Treatment,NA,Wild4,Diploid,July,45,0.07458,1.2958,NA,NA
2509,MCM,237,Chamber 2,Treatment,NA,Wild6,Diploid,July,36,0.03625,1.4417,NA,NA
2510,MCM,238,Chamber 2,Treatment,NA,Wild7,Diploid,July,101,0.1975,1.4,NA,NA
2511,MCM,239,Chamber 2,Treatment,NA,Moy,Diploid,July,47,0.07167,1.675,NA,NA
2512,MCM,240,Chamber 2,Treatment,NA,Lilora,Diploid,July,62,0.205,1.7625,NA,NA
2513,MCM,241,Chamber 2,Treatment,NA,Solomon,Diploid,July,97,0.37417,1.7625,NA,NA
2514,MCM,242,Chamber 2,Treatment,NA,Carraig,Tetraploid,July,120,0.37208,1.5958,NA,NA
2515,MCM,243,Chamber 2,Treatment,NA,Dunluce,Tetraploid,July,42,0.23583,2.1333,NA,NA
2516,MCM,244,Chamber 2,Treatment,NA,Aberchoice,Diploid,July,111,0.59625,2.2292,NA,NA
2517,MCM,245,Chamber 2,Treatment,NA,Abergain,Tetraploid,July,35,0.1775,2.0167,NA,NA
2518,MCM,246,Chamber 2,Treatment,NA,Aspect,Tetraploid,July,54,0.23542,1.8125,NA,NA
2519,MCM,247,Chamber 2,Treatment,NA,Semi-natural6,Diploid,July,112,0.24125,1.5625,NA,NA
2520,MCM,248,Chamber 2,Treatment,NA,Semi-natural7,Diploid,July,44,0.09667,1.4083,NA,NA
2521,MCM,249,Chamber 2,Treatment,NA,Semi-natural11,Diploid,July,83,0.35625,1.425,NA,NA
2522,MCM,250,Chamber 2,Treatment,NA,Wild4,Diploid,July,91,0.21167,1.5667,NA,NA
2523,MCM,251,Chamber 2,Treatment,NA,Wild6,Diploid,July,63,0.73292,2.8833,NA,NA
2524,MCM,252,Chamber 2,Treatment,NA,Wild7,Diploid,July,121,0.3575,1.275,NA,NA
2525,MCM,253,Chamber 8,Treatment,NA,Moy,Diploid,July,51,0.105,1.8833,NA,NA
2526,MCM,254,Chamber 8,Treatment,NA,Lilora,Diploid,July,54,0.16417,2.0625,NA,NA
2527,MCM,255,Chamber 8,Treatment,NA,Solomon,Diploid,July,43,0.16208,1.925,NA,NA
2528,MCM,256,Chamber 8,Treatment,NA,Carraig,Tetraploid,July,62,0.1475,1.8875,NA,NA
2529,MCM,257,Chamber 8,Treatment,NA,Dunluce,Tetraploid,July,38,0.12833,2.3542,NA,NA
2530,MCM,258,Chamber 8,Treatment,NA,Aberchoice,Diploid,July,20,0.04958,2.0333,NA,NA
2531,MCM,259,Chamber 8,Treatment,NA,Abergain,Tetraploid,July,52,0.17042,2.4458,NA,NA
2532,MCM,260,Chamber 8,Treatment,NA,Aspect,Tetraploid,July,46,0.12375,2.375,NA,NA
2533,MCM,261,Chamber 8,Treatment,NA,Semi-natural6,Diploid,July,82,0.13125,1.5667,NA,NA
2534,MCM,262,Chamber 8,Treatment,NA,Semi-natural7,Diploid,July,55,0.155,1.65,NA,NA
2535,MCM,263,Chamber 8,Treatment,NA,Semi-natural11,Diploid,July,20,0.03125,1.2583,NA,NA
2536,MCM,264,Chamber 8,Treatment,NA,Wild4,Diploid,July,63,0.16042,1.4792,NA,NA
2537,MCM,265,Chamber 8,Treatment,NA,Wild6,Diploid,July,42,0.20208,2.325,NA,NA
2538,MCM,266,Chamber 8,Treatment,NA,Wild7,Diploid,July,64,0.12,1.3542,NA,NA
2539,MCM,267,Chamber 8,Treatment,NA,Moy,Diploid,July,65,0.12458,1.6917,NA,NA
2540,MCM,268,Chamber 8,Treatment,NA,Lilora,Diploid,July,53,0.23583,2.2167,NA,NA
2541,MCM,269,Chamber 8,Treatment,NA,Solomon,Diploid,July,67,0.14042,1.6833,NA,NA
2542,MCM,270,Chamber 8,Treatment,NA,Carraig,Tetraploid,July,86,0.37083,2.3792,NA,NA
2543,MCM,271,Chamber 8,Treatment,NA,Dunluce,Tetraploid,July,25,0.04292,1.9167,NA,NA
2544,MCM,272,Chamber 8,Treatment,NA,Aberchoice,Diploid,July,55,0.23542,2.0292,NA,NA
2545,MCM,273,Chamber 8,Treatment,NA,Abergain,Tetraploid,July,41,0.21583,2.1958,NA,NA
2546,MCM,274,Chamber 8,Treatment,NA,Aspect,Tetraploid,July,68,0.26125,2.225,NA,NA
2547,MCM,275,Chamber 8,Treatment,NA,Semi-natural6,Diploid,July,27,0.03125,2.0292,NA,NA
2548,MCM,276,Chamber 8,Treatment,NA,Semi-natural7,Diploid,July,33,0.08542,1.6958,NA,NA
2549,MCM,277,Chamber 8,Treatment,NA,Semi-natural11,Diploid,July,50,0.16542,1.5875,NA,NA
2550,MCM,278,Chamber 8,Treatment,NA,Wild4,Diploid,July,34,0.06083,1.7375,NA,NA
2551,MCM,279,Chamber 8,Treatment,NA,Wild6,Diploid,July,77,0.08042,1.7375,NA,NA
2552,MCM,280,Chamber 8,Treatment,NA,Wild7,Diploid,July,61,0.12042,1.7708,NA,NA
2553,MCM,281,Chamber 8,Treatment,NA,Moy,Diploid,July,122,0.20333,1.6625,NA,NA
2554,MCM,282,Chamber 8,Treatment,NA,Lilora,Diploid,July,57,0.18417,1.9917,NA,NA
2555,MCM,283,Chamber 8,Treatment,NA,Solomon,Diploid,July,66,0.17375,1.7958,NA,NA
2556,MCM,284,Chamber 8,Treatment,NA,Carraig,Tetraploid,July,111,0.40583,2.1583,NA,NA
2557,MCM,285,Chamber 8,Treatment,NA,Dunluce,Tetraploid,July,48,0.14083,2.1458,NA,NA
2558,MCM,286,Chamber 8,Treatment,NA,Aberchoice,Diploid,July,43,0.12083,2.1583,NA,NA
2559,MCM,287,Chamber 8,Treatment,NA,Abergain,Tetraploid,July,47,0.22667,2.4667,NA,NA
2560,MCM,288,Chamber 8,Treatment,NA,Aspect,Tetraploid,July,42,0.08542,2.2542,NA,NA
2561,MCM,289,Chamber 8,Treatment,NA,Semi-natural6,Diploid,July,41,0.14375,2.8333,NA,NA
2562,MCM,290,Chamber 8,Treatment,NA,Semi-natural7,Diploid,July,62,0.08292,1.3042,NA,NA
2563,MCM,291,Chamber 8,Treatment,NA,Semi-natural11,Diploid,July,51,0.05542,1.4083,NA,NA
2564,MCM,292,Chamber 8,Treatment,NA,Wild4,Diploid,July,105,0.26958,1.675,NA,NA
2565,MCM,293,Chamber 8,Treatment,NA,Wild6,Diploid,July,55,0.17833,2.2583,NA,NA
2566,MCM,294,Chamber 8,Treatment,NA,Wild7,Diploid,July,83,0.13958,1.9458,NA,NA
2567,MCM,295,Chamber 8,Treatment,NA,Moy,Diploid,July,67,0.12583,1.8125,NA,NA
2568,MCM,296,Chamber 8,Treatment,NA,Lilora,Diploid,July,74,0.19333,1.8125,NA,NA
2569,MCM,297,Chamber 8,Treatment,NA,Solomon,Diploid,July,71,0.20375,1.9458,NA,NA
2570,MCM,298,Chamber 8,Treatment,NA,Carraig,Tetraploid,July,65,0.20625,2.1208,NA,NA
2571,MCM,299,Chamber 8,Treatment,NA,Dunluce,Tetraploid,July,12,0.01708,2.2792,NA,NA
2572,MCM,300,Chamber 8,Treatment,NA,Aberchoice,Diploid,July,24,0.05875,1.9792,NA,NA
2573,MCM,301,Chamber 8,Treatment,NA,Abergain,Tetraploid,July,38,0.14083,2.8958,NA,NA
2574,MCM,302,Chamber 8,Treatment,NA,Aspect,Tetraploid,July,50,0.11958,1.9833,NA,NA
2575,MCM,303,Chamber 8,Treatment,NA,Semi-natural6,Diploid,July,75,0.18333,1.9792,NA,NA
2576,MCM,304,Chamber 8,Treatment,NA,Semi-natural7,Diploid,July,69,0.12333,1.7542,NA,NA
2577,MCM,305,Chamber 8,Treatment,NA,Semi-natural11,Diploid,July,123,0.17708,1.8542,NA,NA
2578,MCM,306,Chamber 8,Treatment,NA,Wild4,Diploid,July,112,0.1125,1.3375,NA,NA
2579,MCM,307,Chamber 8,Treatment,NA,Wild6,Diploid,July,72,0.08458,1.575,NA,NA
2580,MCM,308,Chamber 8,Treatment,NA,Wild7,Diploid,July,78,0.13792,1.4625,NA,NA
2581,MCM,309,Chamber 8,Treatment,NA,Moy,Diploid,July,54,0.09708,2.0208,NA,NA
2582,MCM,310,Chamber 8,Treatment,NA,Lilora,Diploid,July,103,0.35958,1.8542,NA,NA
2583,MCM,311,Chamber 8,Treatment,NA,Solomon,Diploid,July,77,0.13292,1.9042,NA,NA
2584,MCM,312,Chamber 8,Treatment,NA,Carraig,Tetraploid,July,60,0.12792,2.0375,NA,NA
2585,MCM,313,Chamber 8,Treatment,NA,Dunluce,Tetraploid,July,25,0.05292,2.6875,NA,NA
2586,MCM,314,Chamber 8,Treatment,NA,Aberchoice,Diploid,July,44,0.22292,3.0125,NA,NA
2587,MCM,315,Chamber 8,Treatment,NA,Abergain,Tetraploid,July,31,0.15958,2.9208,NA,NA
2588,MCM,316,Chamber 8,Treatment,NA,Aspect,Tetraploid,July,62,0.3075,2.1375,NA,NA
2589,MCM,317,Chamber 8,Treatment,NA,Semi-natural6,Diploid,July,84,0.44292,1.9417,NA,NA
2590,MCM,318,Chamber 8,Treatment,NA,Semi-natural7,Diploid,July,22,0.05167,1.6917,NA,NA
2591,MCM,319,Chamber 8,Treatment,NA,Semi-natural11,Diploid,July,25,0.10708,2.1458,NA,NA
2592,MCM,320,Chamber 8,Treatment,NA,Wild4,Diploid,July,37,0.07583,1.7125,NA,NA
2593,MCM,321,Chamber 8,Treatment,NA,Wild6,Diploid,July,47,0.1825,2.2708,NA,NA
2594,MCM,322,Chamber 8,Treatment,NA,Wild7,Diploid,July,73,0.13792,1.8375,NA,NA
2595,MCM,323,Chamber 8,Treatment,NA,Moy,Diploid,July,60,0.15375,1.7292,NA,NA
2596,MCM,324,Chamber 8,Treatment,NA,Lilora,Diploid,July,81,0.20375,1.875,NA,NA
2597,MCM,325,Chamber 8,Treatment,NA,Solomon,Diploid,July,79,0.21208,2.0042,NA,NA
2598,MCM,326,Chamber 8,Treatment,NA,Carraig,Tetraploid,July,85,0.42042,2.0375,NA,NA
2599,MCM,327,Chamber 8,Treatment,NA,Dunluce,Tetraploid,July,41,0.18792,2.225,NA,NA
2600,MCM,328,Chamber 8,Treatment,NA,Aberchoice,Diploid,July,38,0.25417,2.1708,NA,NA
2601,MCM,329,Chamber 8,Treatment,NA,Abergain,Tetraploid,July,43,0.10667,2.4042,NA,NA
2602,MCM,330,Chamber 8,Treatment,NA,Aspect,Tetraploid,July,66,0.32042,2.6208,NA,NA
2603,MCM,331,Chamber 8,Treatment,NA,Semi-natural6,Diploid,July,81,0.29208,1.9125,NA,NA
2604,MCM,332,Chamber 8,Treatment,NA,Semi-natural7,Diploid,July,47,0.15167,1.9458,NA,NA
2605,MCM,333,Chamber 8,Treatment,NA,Semi-natural11,Diploid,July,33,0.54292,1.925,NA,NA
2606,MCM,334,Chamber 8,Treatment,NA,Wild4,Diploid,July,63,0.16667,1.8042,NA,NA
2607,MCM,335,Chamber 8,Treatment,NA,Wild6,Diploid,July,72,0.42417,2.5042,NA,NA
2608,MCM,336,Chamber 8,Treatment,NA,Wild7,Diploid,July,66,0.125,1.8542,NA,NA
2609,MCM,1,Chamber 1,Ambient,NA,Moy,Diploid,August,120,0.42788,0.9848,NA,NA
2610,MCM,2,Chamber 1,Ambient,NA,Lilora,Diploid,August,111,0.5197,0.9697,NA,NA
2611,MCM,3,Chamber 1,Ambient,NA,Solomon,Diploid,August,59,0.23242,0.9394,NA,NA
2612,MCM,4,Chamber 1,Ambient,NA,Carraig,Tetraploid,August,130,0.26606,0.9091,NA,NA
2613,MCM,5,Chamber 1,Ambient,NA,Dunluce,Tetraploid,August,63,0.17818,0.9242,NA,NA
2614,MCM,6,Chamber 1,Ambient,NA,Aberchoice,Diploid,August,63,0.18758,1.1515,NA,NA
2615,MCM,7,Chamber 1,Ambient,NA,Abergain,Tetraploid,August,79,0.36364,1.5152,NA,NA
2616,MCM,8,Chamber 1,Ambient,NA,Aspect,Tetraploid,August,38,0.18485,1.197,NA,NA
